review;summary
CI0004 from Taipei to San Francisco old B747 with narrow leg space I am not tall just 170cm. The screen is terrible small in size and cannot see much on the screen even though I adjusted the light to maximum. The appearance of the crew was nice however the service was below average only serving drinking water for 2 times during the entire 11 hours flight. No more China Airlines for the flight which longer than 4 hours.;China airlines is not suitable for a long-haul flight for over 4 hours. The entertainment system as well as crew service was not good at all.
FRA-TPE-DPS on 747-400 and 330-300. Boeing cabin refurbished and fine Airbus new aircraft. Leg space sufficient food and IFE not convincing but friendly staff and plenty of drinks refill also alcoholic beverages. TPE airport quite old facilities with insufficient bathrooms. Overall OK for the money spent would do it again.;The experience was good enough on a new aircraft and plenty of beverages servings.
Shanghai Pudong-Taipei Taoyuan on new B77W the lounge at Pudong is disaster (China Eastern lounge) 3-4-3 layout of economy class cabin is really uncomfortable friendly cabin crew and wonderful IFE hot lunch served for this 1hour 20 minutes journey. Back Taipei Songshan-Shanghai Hongqiao on old A330-300 still clean and we'll maintained again very nice cabin crew and good lunch served wonderful lounge at Songshan airport with plenty of hot food and drinks.;The flight was comfortable, staff was friendly, entertainment was enjoyable, and the food was good.
Christchurch to Sydney return on business class. It is a very poor business class offering from this airline. Purchased a promotional fare from their website to try this airline while they operate this route over the summer season. Few days later I was contacted by the airline asking for more money as the fare on the website (which we have seen advertised for at least three weeks) was apparently incorrect. Of course I refused to pay more and after few emails and phone calls we came to a resolution but the whole situation was just badly handled. On the return flight from Sydney check-in agent was outright rude telling us we are not given any lounge access as we paid cheap tickets. In general it was a bad experience from the airline which is trying to break into this route. Never again!;The business class experience with China airlines was very bad. They asked for more money because the one advertised on the website was incorrect. Further, they did not provide any lounge access.
I fly CI for my annual trip to Bangkok from Calgary. It's an interline route using Westjet from YYC to YVR and China Airlines for YVR-TPE-BKK and return. They continue to use the old tired A343 for YVR-TPE lag which is showing its age although preferable to me due to the 2-4-2 configuration as I tend to pick a window seat. I am finding their service is going downhill over the last four years especially for inflight entertainment and the meal. The meal from YVR was stale and inedible so is the breakfast on the TPE-BKK and TPE-YVR leg. Brand new B777-300ER for TPE-BKK which had great cabin and IFE interface. Fair value for money but service could be a lot better for the money.;The food and service were lacking and unsatisfactory. It could be a good value for money with improved service.
I booked a round-trip flight from LAX to Saigon last October. The flight from LAX was delayed 2 hours. Before landing in Taipei for a connecting flight to Saigon the flight Captain announced Connecting flight to be 12.30pm instead of 10.30am as scheduled. After we landed there were no China Airlines staff members to be found. Our group of passengers finally stumbled upon a security officer who directed us to China Airlines' counter on a separate floor. Long lines and only 2 overworked employees helping us to get the connecting flight. Contrary to the flight crew announcements the connecting flight was scheduled at 2.30pm not 12.30 as announced. Adding insult to the injury China Airlines gave us a meal ticket in Taiwanese Dollars worth about $3USD not even enough for a hamburger. Due to this poor service I would never fly China again.;The service was terrible. The meal ticket was inadequate. The flight was delayed and long lines on the counter. I would not fly with China airlines in future.
All of my flights were pretty much on time and my luggage didn't get lost but my experience was that this airline offers no frills. Unfriendly staff with poor English skills. Tired cabins and dirty toilets. Poor quality food and such a dated and difficult entertainment system. I bought a cheap ticket so I guess I got what I paid for!;The cheap ticket offered a cheap flight experience in terms of food, entertainment, old cabins, and crew service.
"SIN-TPE-SIN. Both ways it was an older A330 - seats were a torture for a 185cm guy like me. My knees hurt being constantly pressed against the seat in front so I had to stay in very uncomfy position and/or stand up frequently. IFE was horrible being an old plane what you get is a not more than 6-7"" screen and no matter how you play with brightness and or screen position you won't see much. Resorted to music in the end. Games were slightly newer. Cabin crew were nice but their English command was poor. We all know that you get what you pay for but we also know that nowadays in airlines world that is not entirely true. There are very good and cheap carriers operating in Asia. China Airlines is not among these in my opinion. At least not on Singapore-Taipei route.";A poor service experience with China airlines. The seats were uncomfortable with a small legroom, the aircraft was old, the entertainment system had a very dim and small screen. The flight attendants were good but with poor Engish communication skills.
NRT-TPE-BKK - Have not flew CI for sometime and was bit dubious. What an improvement CI has made. Both on the A330. The flight were on time good selection of inflight entertainment. Food was okay for economy and better than KLM's Business Class intercontinental. The thing I love about CI was the option to view take off and landing real time on your screen. I cannot fault the trip and service whatsoever.;A great trip with China airlines with timely flights, good entertainment options, fine food, and adequate service.
Flew KIX-TPE-BNE return trip at the beginning of September 2014. Seats on the TPE-BNE leg is new. The ones I flew specifically were B18360 on the outbound journey and B18358 on the inbound journey. The interior of the these birds is upgraded compared to the other A333 in their fleet. The seat recline was 170 degrees and the feeling was very similar to the business class seats on the Garuda A333 fleet. Food on the outbound leg was fabulous. I do travel regularly but it was one of the best meals that I have ever had on a plane. Sleeping was no problem as the seat reclines to 170 degrees or more. The food on the return leg was lower quality but what can you expect on an inbound flight? The seats were the same as the ones going there and we did have a wonderful night's rest. To sum it up I am very satisfied with my travel experience and I look forward to my next flight on C class with CI!;A very satisfactory experience with China airlines. The aircraft was new, the seating was very comfortable, and the meal was the best.
We have flown eight segments with China Air over the last few years. The last flight was last week. Never on any flight have we left the gate on time. On the last segment Taipei to Bangkok. The steward said they had to shut down the video system. I was watching a movie. Around 45 minutes later I asked them to reboot the system or turn it on. They could not do it. Several stewards tried to no success. The food was served and the trays were left on the tray stand for about 45 minutes. So anyone wanting to go to the bathroom had a problem. They had bright lighting on well into the night. overall a poor flight. One seat we had was broken you could feel it in you back anytime you moved it would make a loud noise. Very inconvenient for us with all the late leaving flights and quick transfers. We tried this airline over United where we really felt the service and planes were very substandard. I really do not see much difference.;The flight service experience was terrible. The flight was delayed, the entertainment system had problems, the lighting was very bright even during night time, and the food trays stayed on the seat tables for a long time, causing alot of inconvenience.
CI916 and CI8 July 31. I traveled from Hong Kong to LA. The check-in service is not as good as I expected. She confirmed me in an exit seat but I found I was in the last-narrow row seat. The only thing I was not satisfied with was the seat space. China Airlines does not give as much as leg and feet space as other economy's for the last row passengers. The food - ok. The cabin - ok. Maybe I will choose China Airlines again but I will not recommend to my friends and families.;The service was just mediocre for check-in, seats legroom, and food. The cabin crew was fine.
Flew LAX-TPE-HAN in refurbished 747 to Taipei and A330 to Hanoi. I was very impressed with the 747 as the seats in economy were very comfortable even for the entire 14 hour flight. The crew were very friendly and happy to help. The food was okay but its airplane food so what can one expect. The flight to Hanoi was almost empty so we were upgraded to premium economy. We were served an entire lunch on this flight even though it was only 3 hours. Then flew from HCM-TPE-LAX. 747 on both flights however the plane for the TPE-LAX flight was older. The entertainment system was outdated and barely worked. The seats were also uncomfortable and left me sore after the first 5 hours. I would recommend China Airlines great value for your money and they seem to be taking passenger comfort into consideration with their updates.;The flight experience for the first journey was quite comfortable with the new plane even for the long-haul flight in the economy class but for the return flight, the aircraft was old and the experience was not much comforting.
Flew from Brisbane to Honolulu (stopover in Taipei and Tokyo) on CI53/54 and CI17/18. All flights on A330-300 aircraft (Brisbane flights had upgraded interiors). Have flown with CI previously but was impressed with the high standard of food on all trips. Drinks so-so with less variety of both alcoholic and non-alcoholic beverages and cabin crew were reluctant to give the entire can of soft drink unless requested (and had to ask other colleagues for permission to do so). That being said service was great for the most part and most flights departed on time with minimal delay. As an end note I submitted positive feedback to the CI website and received a phone call from the Brisbane office within 2 days thanking me and asking if I had any further comments. Appears to be a company that listens to its customers and I will choose to fly with them again in the future.;I was amazed with China airlines service and high quality meals. Although the drink offerings were limited in choice and quantity. The flights were timely and i would consider to fly with China airlines in future.
Flew Taipei to Tokyo on 23 June. At the boarding gate the scanner wasn't working well to scan my boarding pass and the passenger in front of me but was overall smooth and didn't cause too much trouble. Inflight service was okay and crew members were friendly. Food was good and a lot of choices for films and music for a 3 hour flight. The cabin pursers announcement was difficult to follow. The most strange thing was that on leaving the aircraft there was no one to greet you at the door and in fact no crew member could be seen from my cabin.;The boarding was a bit chaotic not much troublesome. The service was fine with attentive and courteous crew. Food and entertainment were good enough.
We flew from Brisbane to Auckland on Business Class (I upgraded us last minute on the flight June 27th) - I think people are very harsh with their reviews as we had a fantastic experience.;A fabulous business-class experience.
AMS-BKK-AMS on CI late June 2014. I chose CI because of the great fare and the early arrival in BKK and AMS on the return flight. CI uses the A343-300 on this route. May not be the most modern plane but it has a very comfortable seating lay-out even when full like my 2 flights with ample legroom. Flights departed a little late but arrived ahead of schedule. Meals and service by the crew were much better than expected. The IFE is basic compared to Emirates but still provided for a good few hours of entertainment with an interesting non-Hollywood selection. All in all 2 fine flights for a great price. I will use this airline again.;The fare was very reasonable and the flight was good with comfortable seats, tasty meals, good entertainment and service. I would fly again with China Airlines.
On board service is absolutely minimal. Unfriendly staff no trace of hospitality at all. Entertainment: all music is Chinese only! No classical music at all (but Chinese traditional music in abundance). Inflight magazine in Chinese language (with some minimal English words added). Cleanliness is rather low overall impression: very low. The good things: flights were smooth and we felt safe. Punctuality was good.;The service was not good at all. The entertainment and magzine had all Chinese. However, the flight was smooth and on time.
"Terrible service all around will not fly with them again. Our flight did not even land in Beijing because of a ""weather"" condition but when I checked the weather at the time it was sunny. No other explanations were given. Upon landing in Beijing I obviously missed my connective flight to Harbin. They offered us a hotel and a good 3 course meal but instead we were transported to a rural area with only a cup noodle.";The worst service experience. The flight didn't land on-time due to weather condition and I missed my connecting flight. I would not consider China airlines in future.
Beijing to Shanghai Business Class June 21. Despite both ATC and weather delays (neither of which were the carriers fault) we had a really good experience. Flight was operated by an A330 which was internationally configured as it was continuing to Melbourne. Very comfortable seating good entertainment including camera's and maps and a very decent snack. Crew were efficient and kind although not overly warm and they were inconsistent in their enforcement of safety regulations i.e. Cell phones on and seat backs up. The female crews seemed hesitant to enforce correct behavior of Chinese men. All in all a very good professional experience.;A wonderful experience with China airlines. The seats were comfy, entertainment was nice, and the snacks and drins were adequate. The crew were attentive and the service was professional.
I did not have any service related problems with air china on return flights SYD-PEK-STO. Slight flight changes were emailed well in advance. I requested special meals which I got on all legs. Crew were very courteous. Some of the PEK-STO have inflight personal entertainment now but the selection is very poor and worst of all it is the same on all legs. Better to have your tablet or laptop pre loaded. If you are tall like me then don't choose a window seat. These seats and the middle two seats in the centre rows have a large black media box that sits where your left leg should - very uncomfortable on overnight flights. Overall a good experience minus any frills.;A resonable experience with good service, meals as per request, and the friendly crew. The negative was the limited and similar options for in-flight enetertainment on all legs of the journey.
My return flight from Changsha to Beijing was delayed 3 hours causing me to miss my connecting flight to LAX. No explanation apology or help to make the LAX flight. I was flying business class at great expense. This kind of treatment was most unexpected. I missed the flight by only 5 minutes and had I received some help at the gate I could have made it. Other airlines make the effort. Going back to rebook was very difficult with no help offered. On the later return flight to LAX the flight attendants were very poor for a business class seat but they did allow Chinese to move into open business class seats but when I asked to move to first class for my problems I was rudely denied by the international manager. The food and drink for business class was both cheap and poorly offered compared to other airlines business class. Last time I use this airline.;The business class experience was terrible. The flight was delayed causing the connecting flight to be missed. No help and supportwas offered for rebooking. The crew behaved rudely and the food and drinks were substandard for business class.
Lhasa-Kathmandu. May 10 2014. Inexplicably instead of flying directly from Lhasa to Kathmandu which would be a diagonal flight path with Mount Everest to the left of the plane we flew due south then due west and so I saw Everest from my window seat on the right of the plane. I had asked to change my seat to the left window but was told that this was not possible so I was glad that I got to see Everest after all! Otherwise an OK flight. Nothing remarkably good or bad.;The flight was just average. The interesting part was that I was able to see Everest from my window.
HKG-PEK-ARN / ARN-PEK-HKG. Surprisingly no delays at all. Flight attendants were impolite. Lack of ground staff support at ARN. Seats were narrow and really uncomfortable. Economical with respect to fare.;The flight was inexpensive but not comfortable. The staff were not supportive and courteous.
Short domestic flight CA1832 from Shanghai to Beijing on a A330 was great. On time. Brand new aircraft comfortable seats in economy class on board service with warm meal (even with the choice of two different ones) and good choice of non-alcoholic beverages. Cabin crew very attentive and worked as a well-trained team. As a LH frequent traveller I had never experienced such high level of service on some of the European flights. Simply great experience. Will definitely use them on a next trip from Europe to China.;The domestic flight experience was wonderful. A very warm and attentive crew service, modern aircraft, comfortable seats and nice meal and beverage options.
Flew from PVG to TPE. The flight was delayed 2 hours due to its late arrival as the aircraft had stopped in Hong Kong due to strong wind. Late arrival in TPE and late departure in TPE. All other things were perfect. I will definitely choose this airlines again.;The flight was delayed but everything else was great.
Unpleasant crew it's like you are talking to a statue. The seats were dirty (fresh sticky stains) and pillows and blanket missing - asked them twice. Seats are small and the box for the media is occupying the quarter of the space for your feet (half if its broken). They didn't want us to move on an other seat reserved for the crew (10 free seats never occupied). My wife was pregnant and I told them but they don't care. Asked for some water (twice) never came - I think they got angry at us somehow. On the way back we asked for a larger seat (emergency exit) but they put us in the middle between two persons. I am not a difficult person but this company is just inhuman.;The service experience was the worst. The crew was inconsiderate and inattentive. The seats were not spacious and cleaned.
"Currently waiting in Air China lounge in Beijing where the food is terrible and all the supposed ""cold"" drinks are warm. Flight has been delayed twice. Due to depart at 4.45pm now departing 8.40 no announcement this after a 3 hour delay yesterday traveling from Guangzhou where they loaded us and pushed back from the gate and sat there for 3 hours due to bad weather. Surely with all the technology available they know this before boarding us? I was traveling in business class which is far below most other airlines standards. Never again.";The business class was substandard. The flight was delayed twice without notification.
LAX to Taipei in Business Class and Taipei-LAX in Economy. Renovated 747's both ways which was a vast improvement over the older product. Food and wine selection in Business was excellent and the staff were very attentive. Food was good enough for Economy but plentiful again the staff was excellent. The only thing that needs a slight improvement is the IFE I wish they have more selections for recent movies.;The aircraft was renovated, food and cabin service was perfect. The enetrtainment system was not updated with recent collection.
Sydney to Rome return. My tv screen did not work. Asked staff several times could I move and they just kept resetting it. Majority of the consoles did not work properly. Very poor movie and food choice. But the worst part by far was then they added a 3rd destination without our knowledge. Major confusion increased because it was a domestic leg added. So had to check out of the airport and back in at both Beijing and Shangai. I tried calling their complaints department but conveniently you can only email and its been 2 weeks and no response.;The flight experience was not good. the entertainment screen did not work at all. the food was also bad. Another destination was added without notification.
SFO-PEK-MNL. The flights were better than expected based on past reviews I read. The food was fine and the kid's meal provided for my son was much appreciated. The FA's were not overly friendly but polite and efficient. I particularly liked the beverages made available in the galley. It was nice to be able to get up and get something to drink when needed. The FA's kept it well stocked with water soda tea and juices. The inflight entertainment could have been better. The movie & TV options in English were limited and aged. However they still gave us something to do during the flight. The provided headsets were not very good but we brought our own for the long trip so it wasn't a problem for us. Overall I was satisfied with Air China and appreciate the money saved when compared to other airline prices. For the value I would consider flying with them again.;The overall flight experience was satisfactory offering a good value for money. The food was good, drink options were adequate. The crew was attentive and courteous. The entertainment choices were limited for English.
Booked Business for my wife and myself from Sydney to Beijing Beijing - Munich Paris - Shanghai and Shanghai - Sydney utilizing the 72 hours Visa free stopover in Beijing and Shanghai. We did the first leg from SYD-PEK. Flight is on Airbus A330-200. Seat is comfortable and it's genuinely a Flatbed 180 degrees with an ample leg space comfortable pillow and quilt. Meals were served hot with a choice of Western and Chinese Dishes. The TV is large with plenty of movies. Cabin Crews were friendly and attentive although some did not speak English well they understood our requests. The Restroom was cleaned and wiped each time a passenger used it. Plane left on- time. On Arrival in Beijing the plane stopped on the Tarmac and a small bus was waiting just for the Business Class Passengers. After the arrival gate 2 ground staff members were holding our names and took our cabin bags and guided us to the Immigration Express Lane then to pick up our luggage. Air China is now our preferred Airline.;We had a wonderful experience with China airlines and we would prefer it over other airlines. The seats, meals, entertainment, cleanliness, and crew service, were all satisfactory.
My flight from JFK New York to Beijing China was 14 hours long. I was pleasantly surprised that the quality of my requested dietary preference was excellent. The meal times also were appreciated because the cabin crew requested all passengers move their seats back to the upright position. I am 6 feet tall and when the seats recline the passenger in front of me ended up crushing my knees. The bathrooms were top notch. On a long flight I expected them to be a disaster but they were always clean. The inflight entertainment was good and kept my kids busy when they were not eating or sleeping. Compared to other long flights I have been on before Air China better than I expected.;The flight experience was fine. the meal timing and the food quality was great. The restrooms were clean and the entertainment was good enough.
DEL-PEK-SFO. After great service at Delhi departure check-in it was downhill for the next 2 flights. None of the cabin crew spoke a word of English or Hindi they were rude and unhelpful. Food was still frozen coffee and tea were not served without a hassle. I booked for convenience of arrival time and it was a mistake. I fly to India once a year and have flown many Asian airlines and they are excellent. When you have 21 hours on a plane you really do expect movie choices more recent than 1960's. I could deal with bad food and no entertainment in a comfortable seat but they should give the ones they have back to the bus they got them from.;The flight experience was awful. The crew behavior was not good. The seat, food, and entertainment, everything was unsatisfactory.
Hong Kong to London Heathrow connecting in Beijing. Multiple schedule changes prior to departure. Flight from Hong Kong to Beijing delayed - no explanation or apology. Flight form Beijing to London delayed by over an hour - no explanation or apology. Cabin crew had little and in some cases no English skills and few if any manners. Wine ran out half way through the meal service and tea and coffee was not offered afterwards. Films in English language consisted mostly of black and white offerings from the 1950s. Checked in luggage did not arrive at Heathrow and it took 3 days for it to be sent to my home. There is nothing good to say about this airline - its the worst national carrier I have ever travelled with.;The worst experience, I ever had. The flights were delayed without apology. The bad manners and communication skills of the crew, lack of drinks, and low quality entertainment selections all added to the bad experience.
Travelled from Sydney Australia to Tokyo Japan planes were new and clean food was excellent airline staff were immaculate and friendly for the budget price we paid you can't go wrong with this airline.;The planes were modern and the service was good enough offering a nice experience.
HKG-PEK flew in Economy and did not expect that there would be inflight entertainment but no headphones distributed. Luckily I had my own set. It was good that the broadcast was in Chinese through the right ear and English through the left. The service was good and the food was adequate.;An overall good experience, with an appropriate service and good food.
CI007 and CI0018 on 4/12 and 4/18. It had been about 6-8 yrs since the last time I went on China Airlines. I was impressed with the improvements made to the entertainment system kept me busy the entire time besides sleeping there are over a hundred movies and my two kids were kept busy. The food has improved a lot. I love the teriyaki chicken rice dish and the porridge was pretty good too. On our way to Hawaii we had a layover in Japan. The only thing I think they need to improve on is the attentiveness of staff on board their uniform is so outdated.;The food and entertainment were the best. The crew service and uniform need improvements.
Flew from London Gatwick to Tokyo via Beijing. My 2 teenagers were a little apprehensive after reading some negative reviews but were pleasantly surprised by the experience. Modern aircraft to Beijing with inflight entertainment and a Boeing 777 to Tokyo with no entertainment console but only a 3 hour flight. All flights left on time and the transfer through Beijing was relatively painless as all flights in same terminal. Meals were very good for airline fodder and plenty of them along with water and drinks. Staff were well turned out and efficient but as pointed out in another review quite emotionless. A couple of smiles wouldn't go amiss! My only gripe was the complexity of the inflight entertainment remote control. Took a bit of working out and couldn't get my daughters to work on the outbound journey. However as travelling in economy goes I would say Air China were one of my better experiences and would be happy to use them again.;A better experience with China airlines. The aircrafts were new with good entertainment choices. The food was fine. The crew was not very friendly.
Beijing - Moscow 2 weeks ago in Y class. The worst flying experience I have had. The aircraft was old and everything was outdated. I have never seen such a dirty plane: tray with dirt ceiling splashed with food and coffee food splashed on side wall floor dirty seat pocket full of debris inside toilet not cleaned sink and out of stock. The food was awful. The worst part of journey were the FAs. They were very rude no smile no English. They did the minimum during the whole flight. Never again.;"A severely poor experience with China airlines; old and grubby plane, terrible food and unattentive crew service."
AKL-SYD A330 full flight so lucky to be given 7B excellent seat. Staff professional friendly and hospitable. Plane was spotless AVOD was inline with most carriers if some what limited in new release films and TV. Food was surprisingly excellent with an Asian and western option. I took the western option beef and potatoes which was delicious. Somewhat small portions though. Drinks were plentiful. For a NZ to SYD option I would definitely recommend this flight.;"Nice experience with China airlines; welcoming crew, tasty meal, adequate drinks, and comfortable seat."
I booked a return trip from London to Manila via Beijing due to the flight price and we had a stopover for 2 days in Beijing. Having read some comments I was not expecting the most comfortable flight. However I was pleasantly surprised. All our flights were on time and the planes were clean and the seats were comfortable. The inflight entertainment was ok on the London - Beijing route as there was a good selection of films / programmes. The only negative points of our flights were the boarding of the plane at Heathrow which could have been organised better and the quality of some of the food could be improved. The staff could have also provided more drinks for a long flight. However overall this was a good value for money experience.;The flight was pleasant in a clean and comfortable plane with good food, entertainment, and timely arrival and departure.
I was a bit hesitant due to mixed reviews of this airline . I traveled from Sydney to Beijing return and was very happy with the airline. There seemed to be great leg room and the food was really good especially comparing it to the food I ate while in China which was a very low standard much to my disappointment. There was a good choice on the inflight entertainment but don't travel at night as the Chinese nationals on this flight kept up the talking and noise through out the wee hours of the morning making sleep impossible something I have not found travelling to other countries. They sprayed the flight on the way back into Sydney with some sort of insect spray which is something I have not encountered before but maybe this happens on all airlines from China? It would be a problem if you were sensitive to chemicals.;A good flight with comfortable seating, good food and flight entertainment system.
LAX-TPE-MNL return. LAX-TPE 747 seats so small in width it made a long trip horrible and I'm an average size man. Felt like my hips were in a vice grip. TPE-MNL A330 seats a lot better. MNL-TPE A340 seats fine again. Everything else ok. Good value considering.;An average experience with China airlines.
Business class from PEK to BKK was a solid flight but I'd suggest eating before you board. The food had an odd aroma as did the damp hand towels that were kindly offered before the meal. The champagne was okay although it was served in a thimble sized glass the fruit was sweet and the rice was positively offensive. How can rice be bad? Not too sure what was wrong with it but it wasn't edible. The flight attendants were observant and wanting to please but everything was done without any smiles. Perhaps that's a cultural thing. Bathrooms were spotless as was the plane. The seats were super comfortable perhaps more comfortable than United Global First seats apart from the slightly restricted foot space. It was interesting that they didn't offer seat back monitors but they did offer individual iPads. The lounge was comfortable and offered limited food selections. Apart from the dismal food and the lack of entertainment Air China provides a very good product.;The food was not very good and the seat back entertainment system was lacking. Everything else was fine and comfortable providing a good value for money.
Moscow-PEK-HKG in business class. First time on CA biz class. Was a bit hesitant due to very different reviews here. Have to say that I was pleasantly surprised about the whole experience. New biz product is great. One of the most comfortable biz seats ever experienced. comfortable in any sleeping position. Some airlines compromise in terms of width or length of seat not CA. Only negative is the lack of a screen on Moscow-PEK route. CA provides tablet but unfortunately mostly Asian/Chinese movies. Food is decent so is service - friendly but not overly attentive. Would definitely fly them again if price is competitive.;A wonderful and comfortable flight experience. The entertainment options on the provided tablets were very limited and the back seat screens were missing.
I flew YVR-PEK-MNL and return in March 2014. The airline was better than I expected. The check-in was excellent in Vancouver and Manila fast and efficient. All aircraft's left and arrived on time. The food was good but not excellent. Cabin service was okay the only downside was the staff never smiled. The entertainment was also good. All in all when the low price of the trip is considered the trip was good. I would recommend Air China.;The check-in was swift, the food and service were average, flight entertainment was fine. I would recommend flying with China airlines.
Just returned March 11 from Beijing to New York. The plane was brand new and although it was a 14 hour flight my husband (6 ft 2) and I were very comfortable. Flight attendants were friendly and if one didn't know English very well they would find another attendant to help. Lots of food wine and beer served then during the night it was self serve for cold drinks and snacks. Few lineups for the bathroom. Smooth flight from New York to Beijing then we flew 5 days later to Shanghai. Returned to Beijing airport 3 days later and flew back to New York JFK. Beijing airport is huge but we had no problem getting around and checking in for all flights. Great value for the money.;A very long but comfortable flight. The crew was friendly and helpful. The food and beverage options were adequate. A good product experience.
Recently flew LHR-PEK-HKG and return. Transfers at Beijing were a joke worst organisation I have ever seen with many people missing their connections. Knowing the tight schedule luggage was not loaded onto the LHR flight meaning people like me who pushed to the front of the queue had no luggage on arrival. Staff at Beijing were rude uncooperative and didn't seem to care about the situation.;A lot of problems encountered during transfer at Beijing. The staff were not courteous and cooperative to deal with the situation.
"LHR-PEK Boeing 777. All in all a superb flight starting with access to the Singapore Airlines First Class lounge at Heathrow. On board the cabin was immaculate and the suites in First very private; the flight attendant was attentive and while there was some small language issues she was extremely accommodating and ensured a fine trip. The food was good but not great the wines fine and there was a good selection of movies on the IFE system. All in all a product that I highly recommend and will happily travel with Air China in the future.";The flight experience was fabulous. The crew was helpful and supportive. The food was averge and entertainment was good. I would recommend China airlines.
Feb 10 return on 28th. CA986 and CA179 for the flights out and CA180 and CA985 for the return. Held in the plane on the tarmac for 5 hours while repairs were made. Old plane still had ash trays. Customer service was horrible but that could be a cultural issue. Multiple complications arrived late in China missed connecting flight to the Philippines. Coming back was a little better with a nicer plane and a little better customer service. Still had complications on the return flight and issues still unresolved by Air China. Overall in price I saved $200 per ticket but I would rather pay $200 more and avoid all the misfortunes of this journey with using Air China.;The were a lot of troubles during the journey. The plane was old, had problems, delayed flight, and then missed the connecting flight. I would choose to fly with other airlines in future.
TPE-Koror return in business. Both flights on time. Plane packed both ways. Service was fine. I wish they would ditch serving the main course of a business-class meal in what looks like a coffee filter. Planes didn't have AVOD. Return flight showed a film about the Nazis (not exactly the most cheery thing to see coming back from vacation) and the menu offered a German sausage dish-simply bizarre. There is no lounge in Koror-they give you a coupon for a drink and some potato chips at a broom-closet-sized bar.;The flights were on time and the plane was full. The food and entertainment were average.
Delta flight from ATL arrived late in LAX so I missed a flight to Narita. Agent booked me on a China Airlines flight to Taipei and then a follow on flight to BKK. The aircraft appeared to be brand new inside and everything worked well. The entertainment package was up to date and varied. The cabin crew were very attentive throughout the long flight. I especially liked the reverse boarding for economy class as it went quicker with less standing around waiting for people to hide their carry on baggage. The landings were absolute the smoothest I have ever experienced.;A great experience in a new aircraft with updated enetrtainment system, good service, and smooth landing.
I flew from Stockholm Arlanda to Wuhan China with a transit in Beijing. It was an 8 hour flight from Stockholm to Beijing. The flight crew had a rather bad manner towards economy class customers the crew was impatient spoke terrible English and speak Chinese directly to customers. They don't serve wine until it's time to eat. I was sitting only two rows away from a couple who brought their two young kids one of which cried for over 4 hours during the flight. Not single staff member showed up to comfort the baby. Air china lost my luggage in Beijing while I made it to Wuhan. I have to fly again to another city in two days without luggage I guess.;A troublesome flight with non-courteous crew. My luggage was lost in Beijing.
I flew from PEK to LAX in Business class on the newer aircraft and seat was basically lie flat. No issues with that flight. Check-in time was much nicer at 7pm since not at 7am or earlier like USA based airlines. On the way back I was from SFO to PEK on an older 747 but I asked for row 83 at the gate (they block it since it is an exit row) and I got it. I still love the peace and quiet afforded to the upstairs passenger by the 747. This is since the economy and crying babies are one level lower. Only a few passengers up there so I had a flight attendant pretty much to myself. Got all the drinks I desired and a double meal of the Salmon. It was so flavorful. The entertainment system truly needs to be like Cathay Pacific as right now it is just not enough movies that are in English and newer. The best part is they did a few announcements at the beginning of the flight and then remained quiet for the rest pretty much. I wish the entertainment system had an ability to not break-off for PA in a language that was not your own. Overall I would say Air china ok for business class. My next trip might be in their Economy and I bet I will not be as happy.;The business class flight experience was good with China airlines. The check-in process, food, peaceful environment, and crew service were all fine. The entertainment system was lacking in recent English movies collection.
"New York to PEK to Chengdu. Plane was clean and attendants were all friendly and polite. I found the food surprisingly good for ""airline food"". While I was in the economy class I never felt like my needs were unimportant. Some attendants did not speak English well. But they certainly did their best and always smiled and figured out what I was asking or needed and I must say their English is far better than my ""Chinese"". Good job Air China I hope to fly with you again.";The aircraft was neat and tidy, meal was tasty, and crew was nice. I hope for another flight with China airlines.
Frankfurt-Beijing-Singapore and back. Flights on time and relatively cheap. No hello and no goodbye no thank you and no please from the crew. I asked for a glass of wine but was told that they only open the bottle with the food. My neighbor wanted a third glass of wine and was told he had enough. No spirits in economy. I eat just about anything and I have never really had reason to complain about airline food before but just the smell of the food was awful. Food was bland and servings were small. They had drinks like juice in the kitchen for passengers to help themselves. Our 4 year old daughter didn't get any special attention. The cabin crew didn't smile and it felt like you are a burden to them. Inflight Entertainment had a small choice of bad movies. On one leg there were problems with the sound. Annoying announcements throughout the flight. The seatbelt sign was switched on throughout all flights.;The flights were timely and economical. The cabin crew were neither friendly, not courteous. The food was not good at all and the serving size was very small. The entertainment system was problematic and lacking selection.
Flew from Hong Kong to Beijing on 2 January 2014. Really clean and nice aircraft. The Airbus 321 looked dirty but smelt like it came straight from the factory. The crew on this flight were excellent! They spoke English really well and were very friendly and service minded. As for the seats they were like any other standard economy seat but with great legroom. For lunch they served chicken or beef. I had the chicken which was good. Not the best food but it was okay for the 3.5 hr flight. We took of on time and landed on time despite leaving Hong Kong during the morning rush hour. I highly recommend Air China!;The aircraft was nice and tidy. the flights were on time. the crew service and their English communication skills were great. the seats were comfy and the food was average.
