review;title;rating;recommended;sentiment
✅ Trip Verified | Dubai to New York. I misspelled a letter while booking my ticket, found out in the email I received, called to correct a letter, they charged me $30. Bad practice / regulation Emirates Airline. Will avoid in further booking.;"""Will avoid in further booking""";"
5
";no;1
✅ Trip Verified | Bangkok to Johannesburg via Dubai. This must have been the worst booking experience and customer service of my life. My partner and I booked the exact same route at the exact same time from 2 different laptops directly from the Emirates website. Emirates confirmed they received his payment, the money was out of his account, but part of his flight is not yet confirmed. After a couple of attempts, they made some adjustments and sorted out the issue a few hours later. My booking could not process payment due to a pricing problem between the airlines. After numerous failed attempts over 3 days via customer service and live chats, failed rebooking attempts for the same route, and empty promises from customer agents calling me back, I finally just booked another date to ensure that we can at least spend Christmas together. NEVER in my life have I experienced any issues like this with Qatar (or any other airlines for that matter). Emirates advertise routes and when it comes to booking, they're not able to process and if they do process, they do a half-ass job which leaves customers feeling stressed and running around trying to finalize flight details. Avoid avoid avoid is all I can say. There is a reason Qatar airways is 5 star, and Emirates is 4 star.;"""worst booking experience""";"
1
";no;0
✅ Trip Verified |  Very impolite and rude cabin crew from ticketing counter to inside the plane. No just they don’t want help but also ignore you. And you try to catch the attention they literally yell and pass sarcastic comments. I was traveling with my 1 year old. They made our flight a horrible experience and on purpose they did not offer baby food in a 7 hour flight. All crew looked unhappy and were unpleasant to talk with mostly female crews. My flight from Dubai to Algeria was a nightmare because of crew negative behavior and lack of empathy for a mother who’s was traveling with a 1 year old.;"""Very impolite and rude cabin crew""";"
3
";no;0
✅ Trip Verified |  It wasn’t a good experience at all. Young newly married couple who were clearly already pretty tipsy on boarding starting boozing hard as soon as it took off and kept a steady pace of drinking solidly for the entire 8hr flight. Cabin attendants kept giving them can after can even though they were getting very drunk. No consideration for others seated anywhere near them and it was really quite uncomfortable given the volume of their constant loud drunken chatter. After we landed at Dubai as I was standing in the aisle waiting on someone lifting something down from the overhead bins the male passenger staggered to his feet wobbled towards me and aggressively barked “where do you think you’re going eh?” Thankfully he was drunk enough I could sidestep him and leave him swaying around but come on Emirates you’re better than this. The cabin attendants should have stopped serving this pair long before landing as they were clearly intoxicated. Not good at all.;"""attendants should have stopped serving this pair""";"
1
";no;0
Not Verified |  The first time travelling Emirates Business class and the last. They lost my luggage in Dubai and have now been without it for nearly 3 weeks. They have not contacted me once. I have phoned 3 times and have been promised $50 per day compensation, money back for all the clothes I have had to buy and calls back to advise on the progress of tracing my lost luggage. When I ask about how I claim this compensation they refuse to answer. They also refuse to answer timelines for tracing my luggage. They have been utterly useless and disinterested. I have called them, used Twitter and Facebook and they have delivered only generic responses. I have lodged two complaints through their complaints portal. No response. Please pick another airline.;"""Please pick another airline""";"
1
";no;0
✅ Trip Verified |  Firstly, canceled flights departing Athens to Perth leaving us stranded in Athens for a night so we had to get accomodation. Then you had my booked with a 14 hour stop over in Dubai which is unacceptable. I requested this to be changed and it was to a later flight which worked better. I was reassured my partners flight had been linked (we had separate bookings) and that we were both on the new flight together (this was via virtual chat). We arrive at the airport to check in and even though he had received flight confirmation we were told he didn’t have tickets so we had to go get this sorted at the emirates desk. We’re both finally on the same flight only to be told we cannot be seated together on either of the flights even though we booked months ago and had already selected our seats together. The man at Athens airport checking us in did not care or try to assist us. Absolutely terrible experience and now my partner and I get to sit alone on an 11 hour flight. Completely unacceptable and very poor form from Emirates. I want a refund or some form of compensation for the hotel, meals in Athens whilst stranded and the stress of this whole situation. Completely ruined the end of our trip. I will never fly with them again.;"""Absolutely terrible experience""";"
1
";no;0
Not Verified |  We arrived in good time to check in at Dubai only to find that my wife’s and 5 year old daughters seats had been changed to be apart on the flight. Previously we had been sent an automatic allocation of seats 2 days before the flight placing them together. Despite my pointing out that a 5 year old cannot travel unaccompanied, no one seemed to care and I had to insist that a manager at least be involved. We were then taken to the aircraft in the hope that some passengers might change seats. 20 minutes past with no good news whilst we were just left to stand by the aircraft door. At no point was any offer made regarding accommodation or alternate flight and, again, we were encouraged to accept that our daughter would have to travel next to a random stranger and presumably feed herself hot meals throughout the 7 hour flight. And then as the doors were about to be shut 2 seats together were suddenly found! When I complained formally about the distress this all caused, a curt reply was sent denying that seats had been changed at check in. My view of this airline feels irreparable damaged and I simply wouldn’t trust them with providing a reliable and safe journey in the future when they cannot even look properly at what went wrong on this occasion.;"""I simply wouldn’t trust them""";"
1
";no;0
✅ Trip Verified |  Outbound (BAH TO DXB): Smooth flight, generous amount of food for such a short flight and it was tasty as well Outbound (DXB to BHX): Disastrous, flight was overbooked and cramped making the staff take a long time to board, we economy passengers were basically treated like cattle. IFE wasn't responsive, and food especially breakfast were bad - portions fit for a child, and mid flight I realized the meals had given me stomach pains and nausea. Inbound (BHX to DXB): Extremely bad service, 3 hours after take off and nothing (not even drinks) were given, my blood sugar started going down and I got dizzy because of that. When meals were served finally, it seemed the attendants forgot to give a lot of people meals (including my seat mate). Besides that, my meal was terrible barely cooked pasta with a droplet of sauce, dead vegetables that was pathetically called a salad, and I was given a bread roll with nothing to use it with. Crew barely served any drinks, I got massively dehydrated (7hrs flight), and in the morning they refused to serve me breakfast because I woke up 2 hours before landing - not even a coffee or tea was offered to me. Overall, it's was a very below average flight and Emirates is overhyped for nothing.;"""Emirates is overhyped for nothing""";"
4
";no;0
✅ Trip Verified |  The flight in which i travelled from Dubai to Amsterdam turned out to be the worst experience by Emirates. Water was dripping from the roof and the crew took it very lightly. They were responding that we have informed to our manager, but no actions were taken about it till i landed in Amsterdam. I literally had to hold and sit with the plastic cover they had given as the blanket cover for most of the distance.;"""the worst experience by Emirates""";"
4
";no;0
Not Verified |  I had booked return flights with wheelchair service for my 60 year old Mom for AMD to DFW and back. The flight schedule was changed and instead of 3 hours bearable lay-over, now there was a 11 hour lay-over. They gave hotel accommodation but I was still worried due to my mother’s health and age.  While returning from DFW and reaching DXB, they told my mother that she doesn’t have wheelchair booked. Due to less passengers, upon asking for help, they agreed to provide her wheelchair but what if the flight was packed? Strike 3: I talked to customer service about their initial refusal to provide a wheelchair and they had no answer but “Her wheelchair is booked”. So I asked customer service for the instructions that my mother should follow to get back to the airport from hotel and again the only answer to all my questions was “Our staff will be there to assist her everywhere”. After her hotel stay, my mother was dropped at the road-side of the airport with nobody to help. She asked questions to the passing-by people and thank God she was able to find her way into the airport wheelchair counter. I genuinely liked Emirates but this is very disappointing and inconvenient especially given that mother is a senior citizen. I’ll never fly emirates again.;"""disappointing and inconvenient""";"
2
";no;0
Not Verified |  Having purchased first class tickets for my wife and I to return to New Zealand in January we were very much looking forward to our return journey having booked business class on the outbound flights from New Zealand. The booking was made and fully paid for four months ago. I have been advised by curt email that I have been downgraded to business class, no mention of apology, explanation nor compensation or refund. It gets better, there seems no way of contacting Emirates in New Zealand their advertised phone number is cut off. What a shambles of an airline and we haven't even left the ground. This is how they treat premium paying clients, forget it. Book with another airline, never again!;"""Book with another airline, never again!""";"
1
";no;0
✅ Trip Verified |  My first experience of Emirates new premium economy class. Food and service excellent. Seats however are a little bit firm and not as comfortable as the pictures suggest. Also the recline is quite big so you can feel a little trapped once the person in front refines. Access to three toilets for 50 plus passengers is a real bonus and you get glimpses of the flight deck if that is an interest. I paid very little in cost difference which was the attraction but Emirates economy is very good in any case so May not always be a choice I am willing to pay much extra for. Also it was a two meal service for a seven hour flight which is good.;"""Food and service excellent""";"
8
";yes;2
Not Verified |  My sister flew from Houston to Tehran via Dubai. In Houston, she paid $225 for an extra suitcase. The agent asked for cash and said they do not accept credit card but after my sister insisting that she does not have cash, they accepted her credit card.  Upon her arrival to Dubai for her second leg of her flight, she was asked to pay over $300 again. When she showed her receipt and the destination noted, the agent started to scream at her and say, either she pays or she will lose her flight. When she tried to reason, the man started to scream more and louder, and took her passport. My sister told him that she will pay, just tell her how to do it. Then the agent took her to a counter and when she went to pay, the price was increased to $350. She paid with credit card and they wanted the pin to her credit card. She told them the she did not have the PIN as this was not debit.  She decided to pay in cash, so she can leave but the agent got on her face. She was handed a repeat for $285 and she did not get her change back out of $400.  Now, I am scrambling in Houston to find a return flight for her, so she does not have to return to Dubai and moreover, to travel with Emirate. ;"""asked to pay over $300 again""";"
1
";no;0
✅ Trip Verified |  When I fly from Jakarta to Zurich transit Dubai on 19 august the cabin crew was unpolite, Isit in the middle between my husband and my daughter, they ask my husband and my daughter for dinner but did not ask me so I call the bell for dinner and told that I am running out of food choices. Very disappointing.;"""Very disappointing""";"
4
";no;0
✅ Trip Verified |  Wish I had read these reviews. I paid over £2,500 for tickets from London to Dubai to Bangladesh for early next year. I’m travelling with my wife and 2 babies (1 &2.5 years old). The only reason I chose their flights was because it gave the best option of 14 hours in total for flight and transit which is still long with 2 babies but better than 21.5 hours, they suddenly decided to change my original flights, booked only 10 days before, they’ve sent me a text and a short email to say: this is your new itinerary nothing else. I was shocked. How could any airline be so insensitive knowing that these customers are flying with an infant and a 2.5 year old so the least they could do instead of sending us a little text and email giving us no option whatsoever to change or contact them to discuss or be decent to call us at least to see if this was acceptable or not, did we want to change our flights or else cancel and get a refund as they have breached our contract. But nothing and when we tried to call their number in London this guy said he can’t help us with rebooking or a refund but he can put us through to them in Dubai. I hang on and on for 3 hours before realising this was a trick to just get rid of us. I got tired and hung up. There is no other way for us to contact them now at all because when we call their only one number in London you get the due to high volume of calls we can’t answer your call, when I tried the only number given in Dubai nobody answers. Not only are we devastated but also out of pocket by £2,500 because we can’t possibly go on their imposed alternative flight of 21.5 hours with 2 small restless babies. ;"""Wish I had read these reviews""";"
1
";no;0
✅ Trip Verified | We chose to book a more expensive flight due to shorter transit time in Dubai. However, just a few weeks before our flight, Emirates, without giving us any options, just changed our flight date and a much longer transit time in Dubai, no offer for a hotel overnight stay. In ZH, they have no office, nor could we contact their phone no. It is a frustrating and a sad first time try with Emirates.;"""a frustrating and a sad first time try with Emirates""";"
2
";no;0
✅ Trip Verified |  Dubai to Brisbane. Very disappointed with overall care factor. Booked seat a week ahead of flight and was changed by airline with the comments due to operational requirements with no effort to fix it. Never again with these guys they simply don’t care.;"""Very disappointed with overall care""";"
3
";no;0
"✅ Trip Verified |  Avoid this airline at all costs! They forced me to check my carry-on, and then they lost it. Since then, they have not made any attempt to locate it beyond emailing the airport, even though I have called them daily, written to them on Facebook, and submitted multiple complaint forms (they have no answered the complaint forms). I every time I call them, they say ""Ma'am, we've emailed the airport and haven't heard back yet. Please be patient."" I've called the airport, and the representative I spoke with said that Emirates needs to show up in person to locate my missing suitcase - he said that just emailing the airport, as they've done, will accomplish nothing. When I relayed this info to Emirates, they refused to listen. Everyone I've spoken with tries to get off the phone as quickly as possible without taking steps to investigate the issue. It's incredibly frustrating to be stuck in this limbo with airline that will not solve a problem that is their responsibility to solve.";"""Avoid this airline at all costs""";"
2
";no;0
✅ Trip Verified |  A very pleasant trip on Emirates Economy from Dallas to Dubai. EK remains the best in Economy. I couldn't fault this flight at all. Check in was easy and friendly ground handling agents despite Dallas being chaotic due to the storms. Onboard the cabin crew were friendly and attentive. The food was plentiful and the IFE was excellent. Wifi was slowish at times but suffice for WhatsApp and communication. I was dreading flying 15 hours in coach but EK made this experience a lot better! ;"""A very pleasant trip""";"
10
";yes;2
Not Verified |  After being concerned about our Qantas BC flight to Singapore with their issues, we were really looking forward to flying Emirates BC for the 1st time. Qantas blew Emirates out of the water. Worst business class ever. Really disappointed. You pay a lot to fly business class, so the expectation that something as simple as the food to be hot should be expected. Both flights the food was Luke warm. Can't stand cold food. It maybe the size of the A380 business class, but the whole set up seemed cold. Took off, and it was like a conveyor belt. Seat cushion on for sleep. Food orders taken. Place mat down. Crew were like robots, zero warmth. Qantas do the same, but just felt totally different. More customer interaction and dare I say warmth. 777 flight was a little better but the food was still cold. Sorry unacceptable in business class or even economy for that matter. Not looking forward to our flight from Europe back to Singapore in 6 weeks. When you save to fly business class, when the airline gets it wrong you feel ripped off. Yes they got us there in one piece with our luggage so I suppose I should be happy with that. We get to try Singapore Airlines and Turkish Air BC on this trip as well. So these flights on Emirates I dare say will be our last. Quite simply they don't live up to their reputation which is such a shame.;"""they don't live up to their reputation""";"
4
";no;0
✅ Trip Verified |  Very disappointed and unprofessional. We flew from Lebanon to Dubai and then to Sydney our baggage was delayed so it was meant to arrive on the next flight. A week later with no information at all about our baggage which we had to chase up on a daily basis, the bags arrived damaged. We emailed them and attached photos of the baggage and did not receive a reply. They need to reimburse us for the damaged baggage. Will not be flying with them again.;"""Very disappointed and unprofessional""";"
2
";no;0
✅ Trip Verified |  I travelled with many airlines until à now and it was the worse service I got. The first time I didn’t get my luggage on arrival and no compensation above all. An airlines who allows itself to plan short connection, and arrives late in Dubai, to the price of leaving your luggages behind. And after complaining to the customer service, this is what you get : “ Dear Miss Bacconnet, Thank you for your correspondence. I regret the inconvenience you experienced when your baggage was not available for collection upon you arrival in Paris on 30 May 2022. Our records indicate that your baggage was unintentionally left behind in Dubai and subsequently returned to you. Compensation for delayed baggage is offered to passengers to assist with the purchase of essential items of an immediate need. Passengers who are residents in the country where the claim has been registered are not eligible for this payment. Delayed baggage compensation also does not cover consequential expenses such as hotel accommodation, transportation, loss of income etc. We are not in a position to offer compensation and recommend that you contact your insurance company for assistance. Thank you for the opportunity to respond. We hope to have the pleasure of welcoming you on board in the near future under more favourable circumstances. Yours sincerely, Emirates Customer Affairs” Apparently, even though I don’t leave in Paris, I don’t have “essential needs” because my country can its residents all their essential needs. It is well known that when you live in a country, everything is free for you. Like I didn’t pay the hotel because I had to wait for my luggage for almost two hours after someone came to me to let me know it’s not gonna come today so that I missed my train back home. Consequently I had to book a night in a hostel because a hotel in Paris is crazy expansive. And as I didn’t have essentials I had to pay not less than 4€ to rent a ridiculous cheap quality towel. The service onboard is not exceptional, the crew is not really willing to help. The AC is crazy low and when you ask for second blanket, it looks like you ask too much. Compared to Qatar there is no free wifi allowance. ;"""was the worse service I got""";"
1
";no;0
Not Verified |  Since it was sudden sandstorm on Sunday 14August 2022,our flight was delayed from Bahrain and then Dubai too. Wen we arrived Dubai Airport then Emirates staff gave us Boarding passes and meal vouchers for another rebooking which was 6 hours later and I asked for lounge or some waiting areas from the staff since I carrying 1 month infant with me along 1 child, she denied saying that lounges are all occupied because all flights are delayed. I again understand that lounge may not be available but she could have shown some empathy and could have tried from her end to facilitate us by saying let me check if possible. I was not informed that there will be no announcements on this airport and she did not even tell that your gate may be in another building for which you will have to go by bus or metro which takes another 30-40 minutes at least. Somehow I found a place to feed my baby which was quite far but concourse B was mentioned on my Boarding pass so I thought its near only we went to relax n feed my baby and later our gate was changed to another building and I did not know it will take such long time to reach there. Running through the way we couldn't manage it to the gate, we missed that flight too. I believe Emirates staff should communicate with the passenger clearly about the important information specially when someone like me who is going on Dubai Airport first time. I could get direct flight from Bahrain to Delhi but I wanted my family to experience the service Of Emirates and they experienced the worst experience, partially because of bad weather Delays and partially because of staff's miscommunication or no interest to facilitate the passenger with special need or request. ;"""experienced the worst experience""";"
5
";yes;1
✅ Trip Verified |  On 14th August flight EK818 was delayed due to bad weather etc. However what followed was disappointing and highly unprofessional by Emirates Dubai Staff. Was put on EK2010 to JFK although I requested for next day EK213. Emirates lied by misinforming that none was available. Came to know later that those who shouted were accommodated. Unfortunate, but it works with Emirates Suffered a lot due to due to the forced itinerary. Lost additional 500 USD in hotel reservations and bus connections, Miami to Tampa. Emirates Complaint department don't have the courtesy or guts to respond. ;"""disappointing and highly unprofessional""";"
1
";no;0
✅ Trip Verified |  Wonderful service while flying on Emirates. Clean planes, good food, and, wonderful crew. My flight from Dubai to London on the A380 was a wonderful experience. I would highly recommend this flight.;"""highly recommend this flight""";"
10
";yes;2
✅ Trip Verified |  Emirates not to blame, but Munich Airport (Terminal 1) was a shame: dirty, unorganised, very few options for food etc. In short not what to expect in Germany. Check in a bit tacky (but friendly) regarding visa and check-in system not running, but after 20 mins I finally got my boarding pass. On both flights I got an excellent meal with appetiser, main, cheese and desert on a tray and it was no problem to get some wine with it. A generous perk as Silver EK-member is I was permitted into the Emirates Business Lounge in Dubai, which is an excellent place for a shower, some really good food.;"""I got an excellent meal""";"
9
";yes;2
✅ Trip Verified |  I use different airlines very frequently, and Emirate is one the worst. It canceled my original flight and change to new one with more than 8 hours gap, and they didn't suggest any facility. Also, the reason for canceling the first flight is unclear, because the first flight was working and no need to change my flight. Their behavior in check-in was very rude. They weight everything even a tiny kid backpack and charged very expensively for even 1 kilo overweight. Finally, I never use this unreliable airline.;"""behavior in check-in was very rude""";"
2
";no;0
✅ Trip Verified |  We traveled from Cochin to Dubai on 31st July via Business class. I had a horrendous experience with the flight attendants. The supervisor and the assistant had completely forgotten all the etiquette and the hospitality they are supposed to extend. I feel Emirates must give refresher courses to the staff and continuous evaluation should be taken to maintain the standard. When I expressed my displeasure they were asking me what should I serve to make me happy and I told them we don't choose Emirates for food. I'm thoroughly disappointed with their attitude and behavior.;"""!I had a horrendous experience""";"
5
";yes;1
✅ Trip Verified |  I am a Gold member of Skywards. During a flight departing from Toronto to Dubai the flight crew allowed the children sitting behind me to use my seat as a climbing frame. With no regard for myself or the other passengers within the row nothing was addressed. Eating the served meal was impossible as was any attempt at drinking any fluids. This was drawn to the attention of both the parents and the flight staff all to no avail. If the children were not climbing then they were kicking the back of my seat. The children would seldom sit even during turbulence and during take-off and landing. After so many years of traveling with Emirates this whole encounter will cause me to look at alternate airlines.;"""cause me to look at alternate airlines""";"
3
";no;0
Not Verified |  I have flown Emirates extensively in the Lisbon-Dubai route and I find their product rather consistent. This last time check-in took a bit too much than I would expect for Business, but security fast-track works well and is convenient. In Lisbon Emirates uses the TAP lounge which is a bummer as other than being very crowded at all times, it is located before passport control (Schengen area) which forces people to leave much earlier than boarding start. If flying Business in the Boeing 777-300 do choose the front mini-cabin (first 2 rows before the door) as all the 300+ Economy passengers board through the door before the aft cabin leading to an annoying 1h boarding process with people passing by. Food and crew are usually great and very helpful and friendly. At Dubai very easy process to go through priority passport control and to reach the complimentary limo service, all very efficient. I have found some drivers to be quite rude and/or driving dangerously - Emirates should improve their standards for this personnel. All in all, Emirates is one of the few airlines offering a truly distinctive premium service, from the moment you leave home until you set your feet at your destination hotel. I will continue flying with them.;"""one of the few airlines offering a truly distinctive premium service""";"
8
";yes;2
✅ Trip Verified |  My brother in Kenya died suddenly in a construction accident so I had to get a flight home quickly as funerals happen quickly in Kenya. We found a suitable flight with Emirates although it was about triple what I normally pay for a planned flight home. At Birmingham the checkin staff were not very helpful and then the flight to Amsterdam was delayed but I was told not to worry, I would still get my onwards flight from Schipol to Nairobi. However, when I arrived at Amsterdam my flight had departed. I was offered a flight 24 hours later but turned it down as I would miss my brother’s funeral and I would be devastated. I was offered and accepted an alternative flight via Entebbe, Uganda, which I accepted. However, when I arrived at Entebbe I was refused boarding on the flight to Nairobi - Emirates had messed up. I had no money for an alternative flight and no roaming on my phone so I Whattsapp’d my husband in UK and he phoned up Emirates Dubai office at great expense and after half an hour convinced the call handler to book me onto a later flight to Nairobi. I missed my brother’s funeral and I will never forgive Emirates for their incompetence and lack of care. I’ve complained to Emirates and they denied all responsibility blaming factors outside of their control but I don’t believe them. They have offered me some free Air Miles but I will never fly with Emirates again! ;"""I will never fly with Emirates again""";"
1
";no;0
✅ Trip Verified | Service is below sub standard. I travelled with my 2 daughters of 2 and 7 years. I bought my seat at the time of booking and the system wouldn’t let me to do the same for my daughters. At the time of online check in, I found out that my daughters were seated 7 rows ahead of me on their own which shocked me. Furthermore, I raised my concerns to the officer at the check-in desk. Her seat allocation was more terrible than the system. She allocated me in the middle seat, 2 year at the aisle and 7 year aisle right across making her to sit with a stranger. I was frightened to hear that bad news and had to escalate the issue to the supervisor. Finally, after 20-25 minutes of waiting, supervisor made me (compulsion) to sit with my daughters 7 seats ahead of my paid chosen seat. At least, it was a big relief for me before boarding. Money paid for my chosen seat was gone into Emirates account and no refund was made until now. More paper work following to claim it and a waste of time, so let Emirates enjoy that undeserved money. Service offered by the airline was below standard when compared to the rest of Middle Eastern Carriers and other standard carriers. Families travelling with kids were of least to no concern by the crew. However, I have to admit that Emirates managed to arrive the destination on time. On the return leg, my luggage is not delivered yet or lost on the way. Another issue to deal with Emirates now. Service had gone from standard to pathetic. I need to think million one times to make another booking with Emirates. Families travelling with kids are not recommended to choose this airline. More dissatisfaction occurred when reporting the above mentioned incidents to the customer support. Hardly any apologies to little reassurance from them too. Overall my travel experience with Emirates was pathetic.;"""Service offered by the airline was below standard""";"
2
";no;0
✅ Trip Verified |  Checked in at Bergen for flight Oslo with SAS connecting to Dubai with Emirates. Arrived early. Waited at gate in Oslo before flight started to board and was 2nd in line. Bags were checked all the way through to Dubai, where we would then have a rest and get a flight to Melbourne the following day. Attempted to board and told our tickets had been cancelled - by us! Somehow in the air from Bergen, we decided to cancel our own tickets and delay seeing our 4 children and give up a weekend in Dubai - seems unlikely. Argued the point but no interest in listening to us and the flight left without us. We were not told where to go, who to contact, how to get any help and we had to wait for hours for our luggage to be returned to us after it was taken off the plane. We spent two days stranded in Oslo airport with no help from Emirates at all. Our travel agent confirmed that it was in fact Emirates that cancelled our tickets - for being a “no show” which is 100% wrong and we can prove this. We spent money on hotel, footed and lost money in Dubai from prebooked accommodation. Emirates would not give us anything in compensation. Flight home was empty / half full. No offer of upgrade or anything at all from customer service (or lack of customer service!). After a terrible flight home, straight through to Melbourne we were now a day late due to the airline. We lost a days work and had to re-schedule deliveries at additional cost to our business. After several attempts to write, email and call emirates customer service on return to Melbourne, we have had zero response! The lack of service and care for customers is disgraceful. I was prepandemic a frequent international flyer and in 20 years I have never seen such a poor display. I will never fly this airline again. Emirates is an appalling company that cares nothing for the customer experience. They do not care for Australian passengers - it’s all about looking after their own profits. Fly at your own risk as they will cost you money and care less. Oh - actually they did offer us a special treat from business class, how could I forget they asked if we wanted a cappuccino from a machine. I don’t drink coffee.;"""lack of service and care for customers is disgraceful""";"
1
";no;0
"✅ Trip Verified |  This is the most unpleasant business class travel experience I have ever had. My check-in luggage is missing, despite I confirmed with the check-in counter in Dubrovnik multiple times that my luggage will be delivered automatically to Japan without any manual transfer procedure required in Dubai. The WIFI (cost 19.9 usd) I bought onboard doesn't work most of the time. When I went to the toilet shortly before landing, the attendant reluctantly open the door for me. But he kept pushing by saying ""do it really quick"" and even knocked the door irritatedly. He didn't apologise even after I asked him to use proper English and better manner. The company changed the aircraft without notice. I book the aisle seat but it ended up as a window seat. (Another attendant helped me change the seat. That is the only positive experience onboard.) ";"""the most unpleasant business class""";"
1
";no;0
Not Verified |  I've been flying Emirates for maybe 12 years and a gold card member for at least 10 years. Emirates has never let me down. I alternate between flying in different classes and know exactly what I am getting. Everything is good, and rarely experience a flight delay. After international travel for 45 years, I no longer get on a plane to eat, drink or be pampered though services and meals are above average.;"""Emirates has never let me down""";"
9
";yes;2
Not Verified |  The absolute worst airline ever. If you have kids avoid this airline as much as possible. We had two hours of delay on first flight and they did not keep the next flight for 5 minutes for us to catch it, although the tickets were bought connected. They book us on a flight with 14 hours difference the problem was we arrived vey late at night and all shops were closed and they compensated with one night hotel and nothing else. They also has absolutely no priority for kids not in boarding and not for caring a small kid has special need like diapers you can not just easily book them in next day flight at midnight. With all these problems they put on us, they also did not want to let us take our yoyo stroller on board, we had to fight them and without stroller at midnight in a closed airport when they book us on next day flight I do not know what we should do. Terrible is even a good word to describe Emirates. ;"""absolute worst airline ever""";"
1
";no;0
✅ Trip Verified |  The boarding was super organized with the people in the back zones boarding first to avoid clashes and unnecessary crowding in the aisles. The food was good and the entertainment was endless with something for everyone (Japanese music for me). The staff were friendly and the seats were comfortable.;"""boarding was super organized""";"
10
";yes;2
✅ Trip Verified |  The baggage rules are non consistent with what is displayed on Expedia and once you are at the airport they charge high overweight fees. Even if upgrading my ticket to Flex would have solved the weight limit for a cheaper price the staff refused to make any change. Also, despite the emergency seat being partially free I was not allowed to take one because I haven't paid extra fees upfront for this option. I heard good things about this company, yet as my first experience turned out to be a nightmare I’ll stay far away from this one in the future. I hope ANA will soon resume operating their own flight to France soon.;"""turned out to be a nightmare """;"
2
";no;0
✅ Trip Verified |  Very disappointing flight. Emirates food was terrible, flight crew spent first 20 mins before takeoff asking around about who owned which carryons in the overhead compartments. Every time serving drinks they locked down the bathrooms. Never fly this airline- save the headache !;"""Very disappointing flight""";"
2
";no;0
✅ Trip Verified |  Very disappointing experience. I booked a one way flight for $2000 Email confirmation was not sent till I called emirates three days later after my booking. I am 6’5 feet tall and have bad knees. After boarding, there were at least 3 empty seats at the emergency exit in economy class, I asked the crew if I could change my seat to one the emergency exit empty seat. The reply was you need to pay $200 extra for that. I explained why I need to move to a seat with more leg space and that it’s still an economy seat that no one is using, they simply said sorry we can’t. The whole flight I was shivering and when I asked for an extra blanket the reply was sorry everyone is asking for extra blanket. I has a much better experience with other airlines. Emirates is so overrated unless you are booking on business or first class.;"""Emirates is so overrated""";"
2
";no;0
✅ Trip Verified |  In the last 4-years, Emirates customer service has become one of the worst. I doubt they are any better than a 2-star service. Their airport staffs are either rude or cold. Their in-flight food service is mediocre. Although, the food is above average. They offer minimal service when it comes to offering water or drinks during the flight. I tried upgrading using family account points, a feature with Emirates. It is more or less a scam scheme designed to pool all your points in your family account. The idea is you can upgrade your journey or family members' journey using the family account. However, you cannot access these points when you want to upgrade. So you are left with no points in your account and storing all your points in your family account, and you can't use them. Emirates airport staffs and cabin crews are so poorly trained. Both Airline check-in staff, Cabin Crew and support staff have no clue how the family account works. I heard 4-different versions of the policies. They send me round in circles on 2 different trips, and the issue still remains unresolved after a week. As a gold member, I get a pleasant smile and a warm welcome, but that is just faking a few words that have no value whatsoever. Anytime I requested any help, I more or less got nothing for being Gold. The only thing that remains for being Gold is Fast Check-in in the Dubai airport and a few other airports outside the UAE, Lounge access, and sometimes faster delivery of your check-in baggage. There was a time Emirates was better or as good as Qatar Airways. Overall, EK's poor customer service let it down big time. As a customer, my last 2 experiences have been terrible.;"""customer service has become one of the worst""";"
3
";no;0
Not Verified |  Supposed to leave for Dubai 03/07 but engine no 4 failed. We waited 3 hours in the plane and weren't allowed to disembark. After disembarking, we were told we would get hotel accommodation. Instead, we were sent from pillar to post and ended up standing outside the airport in the cold until past 2am when I arranged transport, at my own cost to get home. No communication, no one to explain anything. Staff were not helpful at all and neither were the ground staff. Disappointing, won't use them again if I have a choice. Seats are uncomfortable and staff are rude both in the aircraft and on the ground. They were screaming at us and we didn't even know where to go or what to do.;"""No communication, no one to explain anything""";"
3
";no;0
✅ Trip Verified |  We were flying from Mumbai to JFK via Dubai on 7th June, 2022. When we were checking in, looks like only 1 cabin baggage is allowed (and no personal item) while you are flying out from India. This was not the case when I was flying in from the USA. Looks like this is the rule only from India. We were charged a very high price of 35,000 Rupees for just 2 personal items which was a backpack and handbag. We had no choice but to pay. This was unheard of before. Disappointed as a customer while flying out from India.;"""Disappointed as a customer""";"
5
";no;1
✅ Trip Verified |  Terrible and rude staff, many of the staff were untrained and the trained staff were trained only to be rude and cut throat. Don’t believe the Emirates hype, this airline sucks.;"""Terrible and rude staff""";"
1
";no;0
✅ Trip Verified |  I had the best flight experience, I flew DXB-SFO and return from IAD-DXB both flight were with the A380 with luxury semi suite in business class which convert to full flat bed. On both directions flights left on time and landed earl. Catering on board is 5 star standard and the best of the experience is the crew who were very attentive, always available and helping the passengers. Check in was smooth, boarding and disembarking a breeze and luggage were brought to belt so fast. I would like to thank the crew of EK225 on 20 May specially Ubaid and Christine and on my return EK232 on 17 June Danielle and the manager Rabih.;"""had the best flight experience""";"
10
";yes;2
